market,sector,symbol,symbol_name,description,link_website,one_report_link,last_updated_at
SET,COMM,MOSHI,บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),"ธุรกิจร้านค้าปลีกสินค้าที่ตอบสนองต่อลักษณะการใช้ชีวิตประจำวันของผู้บริโภคแต่ละกลุ่ม (สินค้าไลฟ์สไตล์) ภายใต้ชื่อทางการค้า ""Moshi Moshi""",http://www.moshimoshi.co.th/,https://weblink.set.or.th/dat/f56/1741E1N240320261318360557T.zip,2026-05-13T13:04:33
mai,SERVICE,MOTHER,บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน),ค้าปลีกและค้าส่งสินค้าอุปโภคบริโภค,http://www.mothermarket.co.th/,https://weblink.set.or.th/dat/f56/2010E1N300320262202500619T.zip,2026-05-13T13:03:21
SET,PF&REIT,M-PAT,กองทุนรวมอสังหาริมทรัพย์เอ็มเอฟซี ป่าตอง เฮอริเทจ,"ลงทุนในกรรมสิทธิ์ (Freehold) ห้องชุด จำนวน 183 ยูนิต ในอาคารชุด ""ป่าตองไนท์พลาซ่าร์"" ซึ่งปัจจุบันใช้ดำเนินธุรกิจโรงแรมภายใต้ชื่อ ""โรงแรมป่าตอง เฮอริเทจ"" (Patong Heritage Hotel) จำนวนห้องพัก 164 ห้อง รวมถึงอุปกรณ์ส่วนควบต่างๆ ตลอดจนทรัพย์สินที่เกี่ยวข้องกับโรงแรมป่าตอง เฮอริเทจ M-PAT ได้นำทรัพย์สินของโรงแรม ป่าตอง เฮอริเทจ จัดหาผลประโยชน์ โดยให้ บริษัท ป่าตอง เฮอริเทจ จำกัด เช่าเป็นระยะเวลา 2 ปี",http://www.mfcfund.com/,https://weblink.set.or.th/dat/annual/1191ANN170320261056340756T.zip,2026-05-13T13:03:24
mai,SERVICE,MPJ,บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน),ให้บริการโลจิสติกส์ครบวงจร ทั้งการขนส่งทางบกต่อเนื่องกับท่าเรือ การบริหารลานตู้คอนเทนเนอร์ การจัดการขนส่งระหว่างประเทศ (Freight Forwarder) และบริการคลังสินค้า,http://www.mpjlogistics.com/,https://weblink.set.or.th/dat/f56/1884E1N100320261719280552T.zip,2026-05-13T13:03:17
SET,COMM,MRDIYT,บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน),"ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ที่ประกอบธุรกิจค้าปลีกสินค้าประเภทอุปกรณ์ตกแต่งบ้านและสินค้าไลฟ์สไตล์ในประเทศไทยภายใต้ชื่อร้าน ""MR. D.I.Y.""",,https://weblink.set.or.th/dat/f56/2018ONE310320261449400175T.zip,2026-05-13T13:04:14
SET,ICT,MSC,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน),บริษัทและบริษัทย่อยเป็นตัวแทนจำหน่ายเครื่องคอมพิวเตอร์และโปรแกรมคอมพิวเตอร์ วัสดุสิ้นเปลือง อุปกรณ์สำนักงาน และการบริการที่เกี่ยวข้อง,http://www.metrosystems.co.th/,https://weblink.set.or.th/dat/f56/0569E1N020320261720400826T.zip,2026-05-13T13:03:27
SET,FIN,MST,บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน),บริษัทหลักทรัพย์,http://www.maybank.co.th/,https://weblink.set.or.th/dat/f56/0744ONE270320261821230780T.zip,2026-05-13T13:03:35
SET,PF&REIT,M-STOR,กองทุนรวมอสังหาริมทรัพย์เอ็มเอฟซี-สแตรทิจิกสโตเรจฟันด์,ลงทุนโดยซื้อกรรมสิทธิ์ในอสังหาริมทรัพย์ (freehold) ประกอบด้วยที่ดินพร้อมสิ่งปลูกสร้าง และอุปกรณ์ ของบริษัท สยามนิปปอน เอ็นจิเนียริ่งพาร์ท จำกัด บริษัทเกษตรเหนือ จำกัด บริษัท อะกรีเวิลด์ จำกัด และบริษัท พี.พี.ฟูดส์ ซัพพลาย จำกัด ซึ่งประกอบกิจการห้องเย็น และการรับฝากสินค้า,http://www.mfcfund.com/,https://weblink.set.or.th/dat/annual/1013ANN250320261531450586T.zip,2026-05-13T13:04:56
SET,FIN,MTC,บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน),สินเชื่อทะเบียนรถ /สินเชื่อโฉนดที่ดิน / สินเชื่อส่วนบุคคล / สินเชื่อนาโนไฟแนนซ์ / สินเชื่อเช่าซื้อรถจักรยานยนต์ / สินเชื่อเพื่อการอุปโภค / ธุรกิจนายหน้าประกันวินาศภัย,http://www.muangthaicap.com/,https://weblink.set.or.th/dat/f56/1225E1N180320262008300666T.zip,2026-05-13T13:04:25
SET,INSUR,MTI,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),รับประกันวินาศภัย ได้แก่ การรับประกันอัคคีภัย การรับประกันภัยทางทะเลและขนส่ง การรับประกันภัยรถยนต์ และการรับประกันภัยเบ็ดเตล็ด,http://www.muangthaiinsurance.com/,https://weblink.set.or.th/dat/f56/0985E1N230320262214100580T.zip,2026-05-13T13:04:40
mai,INDUS,MTW,บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน),ผลิตและจำหน่ายเสื้อผ้าสำเร็จรูป และรถจักรยานยนต์ไฟฟ้า,http://www.maketowin.com/,https://weblink.set.or.th/dat/f56/1734E1N310320262216370538T.zip,2026-05-13T13:03:31
mai,AGRO,MUD,บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน),"บริษัทประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ที่ประกอบธุรกิจหลักคือ ธุรกิจร้านอาหารและเครื่องดื่ม แบ่งเป็น (1) ธุรกิจร้านอาหารและเครื่องดื่มภายใต้สิทธิแฟรนไชส์ ได้แก่ แบรนด์ Dunkin' Donuts, Au Bon Pain และ (2) ธุรกิจร้านอาหารและเครื่องดื่มภายใต้แบรนด์ของตัวเอง ได้แก่ แบรนด์ Greyhound Cafe, Another-hound Cafe และ Le Grand Vefour รวมถึงธุรกิจอื่นคือ ธุรกิจไลฟ์สไตล์ ภายใต้แบรนด์ Greyhound ทั้งนี้ มีบริษัท โกลเด้น โดนัท (ประเทศไทย) จำกัด ซึ่งประกอบธุรกิจร้านอาหารและเครื่องดื่มภายใต้สิทธิแฟรนไชส์ของแบรนด์ Dunkin' Donuts เป็นบริษัทแกน",http://www.mudandhound.co.th/,https://weblink.set.or.th/dat/f56/1363ONE310320261855090840T.zip,2026-05-13T13:03:34
mai,SERVICE,MVP,บริษัท เอ็ม วิชั่น จำกัด (มหาชน),บริษัทประกอบธุรกิจดังนี้ 1. ธุรกิจเทคโนโลยีและการจัดงาน 2. ธุรกิจงานโฆษณาและเอเจนซี่ 3. ธุรกิจพาณิชย์และอิ่นๆ,http://www.mvisioncorp.com/,https://weblink.set.or.th/dat/f56/1444ONE270320251758350772T.zip,2026-05-13T13:03:28
SET,PERSON,NAM,บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน),ผลิต นำเข้า และจัดจำหน่ายผลิตภัณฑ์เครื่องมือและอุปกรณ์ทางการแพทย์สำหรับ การทำความสะอาดและฆ่าเชื้ออุปกรณ์ทางการแพทย์ รวมถึงผลิตภัณฑ์สิ้นเปลืองทางการแพทย์ และให้บริการอื่นที่เกี่ยวข้องแบบครบวงจร,http://www.namwiwat.com/,https://weblink.set.or.th/dat/f56/1840ONE240320261733020883T.zip,2026-05-13T13:04:28
mai,TECH,NAT,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),บริการให้คำปรึกษา ออกแบบ จัดหา จำหน่ายอุปกรณ์พร้อมติดตั้ง และรับเหมาวางระบบที่เกี่ยวข้องกับระบบเทคโนโลยีสารสนเทศและการสื่อสาร,https://www.natat.co.th/,https://weblink.set.or.th/dat/f56/1854E1N300320261406220201T.zip,2026-05-13T13:03:38
SET,MEDIA,NATION,บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน),ผลิตและจำหน่ายสิ่งพิมพ์ และให้บริการโฆษณาและข้อมูลข่าวสาร ผ่านสื่อประเภทต่างๆ ได้แก่ สื่อสิ่งพิมพ์ โทรทัศน์ และสื่อรูปแบบใหม่,http://www.nationgroup.com/,https://weblink.set.or.th/dat/f56/0113ONE300320261957410014T.zip,2026-05-13T13:03:44
SET,FASHION,NC,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน),จัดจำหน่ายสินค้าประเภทเครื่องนุ่งหุ่มและเครื่องสำอาง จัดจำหน่ายในรูปแบบขายส่งและขายปลีก โดยเป็นบริษัทในเครือสหพัฒนพิบูล,http://www.newcity.co.th/,https://weblink.set.or.th/dat/f56/0024E1N270320261620010948T.zip,2026-05-13T13:05:15
SET,FIN,NCAP,บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน),ให้บริการสินเชื่อเช่าซื้อรถจักรยานยนต์,http://www.nextcapital.co.th/,https://weblink.set.or.th/dat/f56/1607E1N190320261656240901T.zip,2026-05-13T13:04:38
SET,PROP,NCH,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน),พัฒนาอสังหาริมทรัพย์เพื่อการค้า ได้แก่ จัดสรรที่ดินและปลูกบ้านสำเร็จรูปและคอนโดมิเนียม งานก่อสร้าง การบริการและเช่าภายในสโมสรหมู่บ้าน เป็นต้น,http://www.ncgroup.co.th/,https://weblink.set.or.th/dat/f56/0769E1N230320261901180726T.zip,2026-05-13T13:04:58
mai,SERVICE,NCL,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน),เป็นผู้ให้บริการจัดการระบบโลจิสติกส์ครบวงจร,http://www.nclthailand.com/,https://weblink.set.or.th/dat/f56/1226E1N080520261940140393T.zip,2026-05-13T13:03:46
mai,SERVICE,NCP,บริษัท ไนซ์ คอล จำกัด (มหาชน),จัดจำหน่ายสินค้าและให้บริการการตลาดแบบตรง ผ่านช่องทางการขายทางโทรศัพท์,https://www.nicecall.co.th/,https://weblink.set.or.th/dat/f56/1871E1N240320261359160479T.zip,2026-05-13T13:03:43
mai,INDUS,NDR,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),ผลิตและจำหน่ายยางนอก และยางในรถจักรยานยนต์,http://www.ndrubber.co.th/,https://weblink.set.or.th/dat/f56/1242ONE270320261701050158T.zip,2026-05-13T13:03:38
SET,PERSON,NEO,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน),ประกอบธุรกิจทำการตลาด ผลิต และจัดจำหน่ายสินค้าอุปโภค ซึ่งประกอบด้วย กลุ่มผลิตภัณฑ์ของใช้ในครัวเรือน กลุ่มผลิตภัณฑ์ของใช้ส่วนบุคคล กลุ่มผลิตภัณฑ์ของใช้สำหรับเด็ก และกลุ่มผลิตภัณฑ์ดูแลสัตว์เลี้ยง,http://www.neo-corporate.com/,https://weblink.set.or.th/dat/f56/1867E1N240320260924100587T.zip,2026-05-13T13:04:38
SET,PKG,NEP,บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน),ผลิตและจำหน่ายบรรจุภัณฑ์พลาสติกรวมทั้งบรรจุภัณฑ์ประเภทอื่น,http://www.nep.co.th/,https://weblink.set.or.th/dat/f56/0086ONE310320261756390498T.zip,2026-05-13T13:03:48
SET,AGRI,NER,บริษัท นอร์ทอีส รับเบอร์ จำกัด (มหาชน),ดำเนินธุรกิจผลิตและจำหน่ายยางแผ่นรมควัน ยางแท่ง และยางผสม เพื่อจำหน่ายไปยังผู้ผลิตในอุตสาหกรรมยานยนต์และกลุ่มผู้ค้าคนกลาง,http://www.nerubber.com/,https://weblink.set.or.th/dat/f56/1461ONE310320262048530187T.zip,2026-05-13T13:03:53
mai,TECH,NETBAY,บริษัท เน็ตเบย์ จำกัด (มหาชน),บริษัทประกอบธุรกิจหลักเป็นผู้คิดค้น สร้างสรรค์ และพัฒนา Digital Business Technology Platform ในการทำธุรกรรมทางอิเล็กทรอนิกส์ (Digital Business Services) และนำเสนอผลิตภัณฑ์นั้นแก่ผู้ใช้ในรูปแบบการให้บริการ (SaaS: Software as a Service) อย่างครบวงจรระหว่างภาคธุรกิจและภาครัฐ (B2G) ระหว่างภาคธุรกิจและภาคธุรกิจ (B2B) และระหว่างภาคเอกชนและประชาชนหรือผู้บริโภค (B2C),http://www.netbay.co.th/,https://weblink.set.or.th/dat/f56/1324ONE300320261610560398T.zip,2026-05-13T13:05:36
SET,HELTH,NEW,บริษัท วัฒนาการแพทย์ จำกัด (มหาชน),ธุรกิจโรงพยาบาลเอกชน ภายใต้ชื่อ โรงพยาบาลนอร์ทอีสเทอร์น-วัฒนา ให้บริการตรวจรักษา ฟื้นฟูป้องกัน และส่งเสริมสุขภาพแก่ประชาชน กลุ่มลูกค้าประกอบด้วยผู้ป่วย ซึ่งแบ่งการรักษาเป็นผู้ป่วยนอก และผู้ป่วยค้างคืน (ผู้ป่วยใน) ผู้รับบริการที่ไม่ป่วย ซึ่งเป็นการให้บริการสุขภาพในด้านป้องกัน และส่งเสริมสุขภาพ,http://www.wattanahospital.net/,https://weblink.set.or.th/dat/f56/0575ONE310320260930550974T.zip,2026-05-13T13:04:58
SET,AUTO,NEX,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),การขายยานยนต์ใหม่ชนิดรถบรรทุกและยานยนต์หนักอื่นๆ,http://www.nexpoint.co.th/,https://weblink.set.or.th/dat/f56/0825E1N310320261730290824T.zip,2026-05-13T13:05:17
SET,PETRO,NFC,บริษัท เอ็นเอฟซี จำกัด (มหาชน),ประกอบธุรกิจนำเข้าและจำหน่ายแอมโมเนีย แอมโมเนียมไฮดรอกไซด์ และกรดกำมะถัน รวมทั้งให้บริการคลังสินค้า โลจิสติกส์ และท่าเทียบเรือ,http://www.nfc.co.th/,https://weblink.set.or.th/dat/f56/0586ONE310320261953560012T.zip,2026-05-13T13:03:55
SET,INSUR,NKI,บริษัท นวกิจประกันภัย จำกัด (มหาชน),ประกันวินาศภัย,http://www.navakij.co.th/,https://weblink.set.or.th/dat/f56/0199E1N260320261104000997T.zip,2026-05-13T13:03:53
SET,HELTH,NKT,บริษัท โรงพยาบาลนครธน จำกัด (มหาชน),"ให้บริการทางการแพทย์ประเภทโรงพยาบาลทั่วไปภายใต้ชื่อ ""โรงพยาบาลนครธน""",http://www.nakornthon.com/,https://weblink.set.or.th/dat/f56/1999ONE260320261202120342T.zip,2026-05-13T13:03:48
SET,CONS,NL,บริษัท เอ็นแอล ดีเวลลอปเมนต์ จำกัด (มหาชน),ประกอบกิจการให้บริการสำรวจ ออกแบบ และก่อสร้างงานอาคารทุกประเภท รวมทั้งการติดตั้งงานระบบวิศวกรรมต่างๆ,http://www.nldplc.com/,https://weblink.set.or.th/dat/f56/1834E1N240320262014130459T.zip,2026-05-13T13:04:56
SET,PROP,NNCL,บริษัท นวนคร จำกัด (มหาชน),พัฒนาโครงการอสังหาริมทรัพย์และเขตอุตสาหกรรมเพื่อขายและให้เช่า และการให้บริการสาธารณูปโภคและสิ่งอำนวยความสะดวกต่าง ๆ ในเขตอุตสาหกรรม,http://www.navanakorn.co.th/,https://weblink.set.or.th/dat/f56/0702E1N250320261047270240T.zip,2026-05-13T13:03:57
SET,PROP,NOBLE,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),พัฒนาอสังหาริมทรัพย์เพื่อขาย รับจ้างก่อสร้าง ให้เช่าและให้บริการ,http://www.noblehome.com/,https://weblink.set.or.th/dat/f56/0564ONE260320261936150695T.zip,2026-05-13T13:04:03
SET,ENERG,NOVA,บริษัท โนวา เอมไพร์ จำกัด (มหาชน),ลงทุนในธุรกิจพลังงาน ภายใต้กลุ่มอุตสาหกรรมทรัพยากร (RESOURC) หมวดธุรกิจพลังงานและสาธารณูปโภค (ENERG),https://www.novaempire.co.th/,https://weblink.set.or.th/dat/f56/0318ONE310320261939190654T.zip,2026-05-13T13:05:55
mai,CONSUMP,NPK,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน),ผลิตและจำหน่ายถุงน่องสตรี ถุงเท้า ชุดชั้นในสตรี และผลิตภัณฑ์อื่นที่เกี่ยวกับสินค้าดังกล่าว โดยจำหน่ายทั้งในประเทศและต่างประเทศ,https://www.newplus.co.th/,https://weblink.set.or.th/dat/f56/0127ONE230320261416420881T.zip,2026-05-13T13:05:19
SET,FOOD,NRF,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),ผลิต จัดหา และจำหน่ายผลิตภัณฑ์ปรุงรสอาหาร อาหารสำเร็จรูป เครื่องปรุงสำหรับประกอบอาหาร อาหารมังสวิรัตที่ไม่มีส่วนผสมของไข่และนม อาหารโปรตีนจากพืช และเครื่องดื่มสำเร็จรูปชนิดผงและน้ำ,https://www.nrinstant.com/,https://weblink.set.or.th/dat/f56/1586ONE310320261930220079T.zip,2026-05-13T13:05:38
SET,FOOD,NSL,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),ผลิตและจำหน่ายสินค้าเบเกอรี่ อาหารรองท้อง และขนมขบเคี้ยว รวมทั้งนำเข้าและจำหน่ายเนื้อสัตว์และผักแช่แข็ง,http://www.nslfoods.com/,https://weblink.set.or.th/dat/f56/1621ONE300320262226320758T.zip,2026-05-13T13:04:05
mai,AGRO,NTF,บริษัท เอ็นทีเอฟ อินเตอร์กรุ๊ป (ประเทศไทย) จำกัด (มหาชน),จำหน่ายผลไม้สดและแช่แข็งทั้งในและต่างประเทศ,http://www.ntfintergroup.com/,https://weblink.set.or.th/dat/f56/2046E1N300320262008200850T.zip,2026-05-13T13:04:04
mai,AGRO,NTSC,บริษัท นิวทรีชั่น เอสซี จำกัด (มหาชน),นำเข้า ผลิต และจัดจำหน่าย วัตถุดิบ สารปรุงแต่ง และวัตถุเจือปนในอาหารคนและอาหารสัตว์,https://nutritionsc.co.th/,https://weblink.set.or.th/dat/f56/1748E1N300320261836270145T.zip,2026-05-13T13:03:57
SET,HELTH,NTV,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),ธุรกิจโรงพยาบาลเอกชน ให้บริการรักษาพยาบาลครบทุกสาขาโดยคณะแพทย์ผู้เชี่ยวชาญ พร้อมทั้งอุปกรณ์การรักษาที่ทันสมัย ครบวงจร เปิดให้บริการทั้งผู้ป่วยนอกผู้ป่วยในตลอด 24 ชั่วโมง,http://www.nonthavej.co.th/,https://weblink.set.or.th/dat/f56/0421E1N300320260738250632T.zip,2026-05-13T13:05:16
mai,CONSUMP,NUT,บริษัท นูทริชั่น โปรเฟส จำกัด (มหาชน),ผลิตและจำหน่ายผลิตภัณฑ์เสริมอาหาร และเครื่องสำอาง,https://www.nutritionprofess.com/th,https://weblink.set.or.th/dat/f56/2026E1N260320261326350515T.zip,2026-05-13T13:04:07
SET,PERSON,NV,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),ประกอบธุรกิจผลิตและจัดจำหน่ายผลิตภัณฑ์เสริมอาหาร ที่มีส่วนประกอบหลักมาจากวัตถุดิบที่หลากหลาย ภายใต้เครื่องหมายการค้าของบริษัท และธุรกิจรับจ้างผลิตผลิตภัณฑ์เสริมอาหาร (OEM) โดยบริษัทจะให้คำปรึกษาและบริการแบบครบวงจร,https://www.nova-organic.com/,https://weblink.set.or.th/dat/f56/1683E1N300320261752400347T.zip,2026-05-13T13:04:16
SET,PROP,NVD,บริษัท เนอวานา ดีเวลลอปเม้นท์ จำกัด (มหาชน),บริษัทฯ ประกอบธุรกิจพัฒนาอสังหาริมทรัพย์ประเภทบ้านจัดสรร คอนโดมิเนียม และขยายการพัฒนาโครงการอสังหาริมทรัพย์เพื่อเช่า เช่น อาคารจอดรถ คอมมูนิตี้มอลล์ และธุรกิจรับจ้างก่อสร้างทั่วไป ทั้งที่เป็นการก่อสร้างเพื่อการพักอาศัย และไม่พักอาศัย เช่น งานก่อสร้างวิลล่าให้กับรีสอร์ท หอพักคนงาน สถานีบริการน้ำมัน เป็นต้น ประกอบกับ การขายสินค้าประเภทวัสดุก่อสร้างที่ทางบริษัทฯ ผลิตเองให้กับบุคคลภายนอก ได้แก่ รั้วสำเร็จรูป เสา-คาน-แผ่น คอนกรีตสำเร็จรูปที่ผ่านมา บริษัทฯ ดำเนินธุรกิจพัฒนาโครงการอสังหาริมทรัพย์ประเภทบ้านจัดสรร เช่น บ้านเดี่ยว ทาวน์โฮม และโฮมออฟฟิศ และคอนโดมิเนียม ทั้งรูปแบบอาคาร High-rise และอาคาร Low-rise โดยเน้นกลุ่มเป้าหมายที่เป็นกลุ่มคนรุ่นใหม่ระดับ High-End ขึ้นไปเนื่องจากเป็นกลุ่มที่มีกำลังซื้อสูง มีไลฟ์สไตล์ที่มีความโดดเด่นเป็นเอกลักษณ์ ใส่ใจรายละเอียด พิถีพิถันในการดำเนินชีวิต ซึ่งสอดคล้องกับปรัชญาการดำเนินธุรกิจของบริษัทฯ,https://www.nirvanadevelopment.co.th/,https://weblink.set.or.th/dat/f56/1262E1N200320260856210967T.zip,2026-05-13T13:06:18
SET,CONS,NWR,บริษัทเนาวรัตน์พัฒนาการ จำกัด (มหาชน),ประกอบธุรกิจหลักรับเหมาก่อสร้างงานวิศวกรรมโยธาทุกประเภท และผลิตเสาเข็มคอนกรีตอัดแรง และผลิตภัณฑ์คอนกรีตอื่น รวมทั้งผลิตเหล็กแปรรูป ใช้เป็นวัสดุในธุรกิจรับเหมาก่อสร้าง และจำหน่ายให้กับลูกค้าภายนอก,http://www.nawarat.co.th/,https://weblink.set.or.th/dat/f56/0526E1N130320262106160529T.zip,2026-05-13T13:05:40
SET,TRANS,NYT,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),บริษัทประกอบธุรกิจให้บริการท่าเทียบเรือเพื่อการส่งออกและนำเข้ารถยนต์ (Roll-on/Roll-off: Ro/Ro) และสินค้าทั่วไป โดยมีท่าเทียบเรือและพื้นที่ให้บริการตั้งอยู่ในบริเวณท่าเทียบเรือ A5 ท่าเรือแหลมฉบัง อำเภอศรีราชา จังหวัดชลบุรี โดยปัจจุบันบริษัทเป็นผู้ให้บริการท่าเทียบเรือที่มีปริมาณการส่งออกรถยนต์มากที่สุดในประเทศไทย โดยใน 3 ปีที่ผ่านมา บริษัทมีส่วนแบ่งทางการตลาดประมาณร้อยละ 80 ของจำนวนรถยนต์ที่ส่งออกทั้งหมดของประเทศไทย ลักษณะการให้บริการแบ่งเป็น 3 ประเภท ได้แก่ 1) การให้บริการท่าเทียบเรือ 2) การให้บริการพื้นที่ฝากเก็บสินค้าและเตรียมความพร้อมก่อนส่งออก และ 3) การให้บริการอื่นๆ ที่เกี่ยวเนื่องกับธุรกิจหลัก,http://www.namyongterminal.com/,https://weblink.set.or.th/dat/f56/1151ONE080520261741220264T.zip,2026-05-13T13:06:03
SET,PERSON,OCC,บริษัท โอ ซี ซี จำกัด (มหาชน),"จัดจำหน่ายผลิตภัณฑ์หลัก 3 กลุ่ม ได้แก่ เครื่องสำอาง เสื้อผ้า เวชภัณฑ์ ภายใต้แบรนด์ชั้นนำซึ่งเป็นที่รู้จักอย่างดีในท้องตลาด อาทิ Covermark, KMA, Sungrace, Paul&Joe, Guy Laroche, Gunze, G&G, Smileyhound, Paon, Iris Ohyama, Wella, B-EX, Nioxin, BSC Hair Care และ DEMI และอื่นๆ อาทิ บริการร้านตัดผม Black Amber Easy Cut และร้านคาเฟ่ AT FIRST",http://www.occ.co.th/,https://weblink.set.or.th/dat/f56/0091ONE170320261603110238B.zip,2026-05-13T13:04:16
SET,HOME,OGC,บริษัท โอเชียนกลาส จำกัด (มหาชน),ผู้ผลิตและจำหน่ายภาชนะเครื่องแก้วคุณภาพดี เพื่อตอบสนองความต้องการของลูกค้าไม่ว่าจะเป็นการใช้งานภายในบ้าน ร้านอาหารและโรงแรม การนำไปเป็นของขวัญ ของชำร่วย หรือใช้เป็นเครื่องมือการส่งเสริมการขาย,http://www.oceanglass.com/,https://weblink.set.or.th/dat/f56/0360E1N310320261849420501T.zip,2026-05-13T13:04:16
SET,TOURISM,OHTL,บริษัท โอเอชทีแอล จำกัด (มหาชน),โรงแรม ภัตตาคาร และสปา,https://www.mandarinoriental.com/en/bangkok,https://weblink.set.or.th/dat/f56/0115E1N310320261923270923T.zip,2026-05-13T13:04:07
SET,FOOD,OKJ,บริษัท ปลูกผักเพราะรักแม่ จำกัด (มหาชน),ให้บริการและจำหน่ายอาหาร เครื่องดื่ม และผลิตภัณฑ์เพื่อสุขภาพ,http://www.okjgroup.com/,https://weblink.set.or.th/dat/f56/1882ONE060320261132230958T.zip,2026-05-13T13:05:40
SET,MEDIA,ONEE,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),ประกอบธุรกิจโดยการถือหุ้นในบริษัทอื่น (Holding Company) ซึ่งประกอบธุรกิจด้านสื่อและความบันเทิง ที่ครอบคลุมตั้งแต่ต้นน้ำ คือการเป็นผู้สร้างสรรค์และผลิตรายการ จนถึงปลายน้ำ คือ การเป็นเจ้าของช่องทางเผยแพร่ที่ครอบคลุมทั้งช่องทาง ออฟไลน์และ ออนไลน์,http://www.theoneenterprise.com/,https://weblink.set.or.th/dat/f56/1670ONE270320262106060173T.zip,2026-05-13T13:04:17
SET,TOURISM,ONSENS,บริษัท ออนเซ็น รีทรีต แอนด์ สปา กรุ๊ป จำกัด (มหาชน),"ให้บริการออนเซ็นและสปาเพื่อสุขภาพ ภายใต้แบรนด์ ""ยูโนะโมริ ออนเซ็น แอนด์ สปา""และ ""คลาย สปา""",http://www.onsengroup.co.th/,https://weblink.set.or.th/dat/f56/2028E1N230320260951460092T.zip,2026-05-13T13:04:28
SET,ENERG,OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),บริษัทประกอบธุรกิจจัดจำหน่ายผลิตภัณฑ์ปิโตรเลียมและธุรกิจค้าปลีกสินค้าและบริการอื่นๆ (Non-Oil) ทั้งในและต่างประเทศ ซึ่งรวมถึงการจัดจำหน่ายผลิตภัณฑ์ปิโตรเลียมและผลิตภัณฑ์อื่นๆ ในตลาดค้าปลีกและตลาดพาณิชย์ ธุรกิจกาแฟ ร้านอาหารและเครื่องดื่มอื่นๆ ร้านสะดวกซื้อ และการบริหารจัดการพื้นที่,http://www.pttor.com/,https://weblink.set.or.th/dat/f56/1601ONE090320262153250442T.zip,2026-05-13T13:06:38
SET,PROP,ORI,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),พัฒนาอสังหาริมทรัพย์ประเภทคอนโดมิเนียมตามแนวสถานีขนส่งมวลชนระบบรางในเขตกรุงเทพมหานครและปริมณฑล และธุรกิจให้บริการที่เกี่ยวเนื่องกับธุรกิจอสังหาริมทรัพย์ ได้แก่ บริการจัดหาผู้เช่าห้องชุด และบริการรับจ้างบริหารโครงการนิติบุคคลอาคารชุดแก่โครงการที่บริษัทเป็นผู้พัฒนาเท่านั้น,https://origin.co.th/,https://weblink.set.or.th/dat/f56/1260ONE310320262209220784T.zip,2026-05-13T13:06:00
SET,PROP,ORN,บริษัท อรสิริน โฮลดิ้ง จํากัด (มหาชน),บริษัทประกอบธุรกิจโดยการเข้าถือหุ้นในบริษัทอื่น (Holding Company) ที่ประกอบธุรกิจพัฒนาอสังหาริมทรัพย์ประเภทที่อยู่อาศัยเพื่อขาย ทั้งโครงการอสังหาริมทรัพย์แนวราบและแนวสูง,https://www.ornsirin.co.th/,https://weblink.set.or.th/dat/f56/1833ONE100420261635190144T.zip,2026-05-13T13:06:24
